"A_cell","Zmin","Zinit","Zweir","Q_zmin","Zrelease","Bypass_elev","Q_a","Q_b","Width","Qomax","Qimax","Seepout_Rate","Seepout_Elev","Seepin_Rate","Seepin_Elev","ShutdownET","force_Q_out","DutyCycle","Cmax","C1000","Cstar","Ks_per_yr","Z1","Z2","Z3","Chalf","K2Coef1","SeasonalFactor","Ytrans","Ysigma","Czero","ks_2","zh_2","k_depth_penalty","C_rain","DryDepo","seepage_c","seepin_conc","C_init_ppb","Y_init_mgm2","Qin_Frac","Ntanks","enable_P_release","K_release","dmsta_version","offline_trigger","offline_start","offline_freq","offline_dur","frac_1","frac_2","frac_3","frac_4","frac_5","frac_6","IsaNode","Cell_Label","Vegetation","DownCell","QR1_name","QR2_name","QR0_name","Zcon_name","CaseName","PROJECT","source"
60.7339381320643,2,15,0,304769.52,-30.48,91.4634146341463,1,4,7.79319819663688,7.34536643403317,7.34536643403317,0,0,0,0,TRUE,FALSE,1,2000,22,3,16.7637323608317,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,10,2432.96079355531,1,3,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,FALSE,"A1","EMG_3",0,"Rel_34","Rel_2B",NA,NA,"A1","CEPP","CEPP_A1_params"
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,1,2000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,10,20,20,0,0,0,0.21,0,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,TRUE,"A2_DW","none",0,NA,NA,NA,NA,"A2_DW","CEPP","CEPP_A2_DW_params"
0,2,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,TRUE,FALSE,1,2000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,10,20,20,0,0,0,0.79,0,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,TRUE,"A1","none",0,NA,NA,NA,NA,"A2_DW","CEPP","CEPP_A2_DW_params"
0,2,0,0,0,0,0,0,0,0,3.91752876481769,0,0,0,0,0,TRUE,FALSE,1,2000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,10,20,20,0,0,0,0.55,0,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,TRUE,"toSTA2B","none",0,NA,NA,NA,NA,"A2_DW2","CEPP","CEPP_A2_DW2_params"
0,2,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,TRUE,FALSE,1,2000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,10,20,20,0,0,0,0.45,0,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,TRUE,"toSTA34","none",0,NA,NA,NA,NA,"A2_DW2","CEPP","CEPP_A2_DW2_params"
40.8941850089233,2,15,0,40,-30.48,724.462690171456,1,4,6.39485613668699,7.34536643403317,244.843099345628,0,0,0,0,TRUE,FALSE,1,2000,150,3,2.5,40,100,200,0,0,0,0,0,0,0,0,1,10,20,20,0,10,729.116749189534,1,1,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,FALSE,"A2","None",0,"Rel_A2DW","Rel_A2DW2","Rel_AG",NA,"A2","CEPP","CEPP_A2_params"
4.37588024241523,2,40,0,40,0,121.92,1,4,3.64146167889133,0,9,0,0,0,0,TRUE,FALSE,0.95,2000,22,3,16.7637323608317,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,30,3287.13154917104,0.5,3,FALSE,0,"2C2B",TRUE,NA,NA,NA,1,0,1,0,0,1,FALSE,"34X-A","EMG_3",2,NA,NA,NA,NA,"STA_A2","CEPP","CEPP_STA_A2_params"
8.8843629164188,2,40,0,40,0,0,1,4,3.64146167889133,0,0,0,0,0,0,TRUE,FALSE,0.95,2000,22,3,52.5428093995535,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,30,849.707505898604,0,3,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,FALSE,"34X-B","SAV_3",0,NA,NA,NA,NA,"STA_A2","CEPP","CEPP_STA_A2_params"
4.37588024241523,2,40,0,40,0,121.92,1,4,3.64146167889133,0,9,0,0,0,0,TRUE,FALSE,0.95,2000,22,3,16.7637323608317,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,55,3215.8857288901,0.5,3,FALSE,0,"2C2B",TRUE,NA,NA,NA,0,1,0,1,0,1,FALSE,"34X-A2","EMG_3",4,NA,NA,NA,NA,"STA_A2","CEPP","CEPP_STA_A2_params"
8.8843629164188,2,40,0,40,0,0,1,4,3.64146167889133,0,0,0,0,0,0,TRUE,FALSE,0.95,2000,22,3,52.5428093995535,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,15,778.129148647373,0,3,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,FALSE,"34X-B2","SAV_3",0,NA,NA,NA,NA,"STA_A2","CEPP","CEPP_STA_A2_params"
7.44621581648,2,40,0,52.73,0,121.92,0.815,4,1.58,0,2.44845547801106,0,0,0,0,TRUE,FALSE,0.95,2000,22,3,34.9357319292639,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,30,1186.04864505156,0.118747032609187,3,FALSE,0,"2C2B",TRUE,NA,NA,NA,0,0.18033378937405,0.177560838141862,0,0,1,FALSE,"1","PEW_3",0,NA,NA,NA,NA,"STA2B","CEPP","CEPP_STA2B_params"
3.168688578426,2,40,0,29.26,0,121.92,1,4,2,0,2.48518231018122,0,0,0,0,TRUE,FALSE,0.95,2000,22,3,34.9357319292639,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,30,2162.56955209743,0.153144950207391,3,FALSE,0,"2C2B",TRUE,NA,NA,NA,0.227641155468053,0.232571783795989,0,0,0,1,FALSE,"2N","PEW_3",3,NA,NA,NA,NA,"STA2B","CEPP","CEPP_STA2B_params"
6.43450171098,2,40,0,29.26,0,0,2.098,4,2,0,0,0,0,0,0,TRUE,FALSE,0.95,2000,22,3,52.5428093995535,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,30,566.63574787678,0,3,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,FALSE,"2S","SAV_3",0,NA,NA,NA,NA,"STA2B","CEPP","CEPP_STA2B_params"
9.291582344912,2,40,0,35.97,0,121.92,2.852,4,2,0,2.44845547801106,0,0,0,0,TRUE,FALSE,0.95,2000,22,3,52.5428093995535,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,30,875.885885605018,0.14817564503842,6,FALSE,0,"2C2B",TRUE,NA,NA,NA,0.220254569302423,0,0.22156504585528,0,0,1,FALSE,"3","SAV_3",0,NA,NA,NA,NA,"STA2B","CEPP","CEPP_STA2B_params"
2.41977898616943,2,40,0,42.9768,0,121.92,1,4,3.5098777046096,0,1.44458873202652,0,0,0.0178193791157103,48,TRUE,FALSE,0.95,2000,22,3,16.7637323608317,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,75,30,2791.28293061443,0.2085057662421,1,FALSE,0,"2C2B",TRUE,NA,NA,NA,0,0.316644838246415,0.311775863344768,0,0,1,FALSE,"5N","EMG_3",6,NA,NA,NA,NA,"STA2B","CEPP","CEPP_STA2B_params"
6.41620839189872,2,40,0,42.9768,0,0,1,4,2.69953884356155,0,0,0,0,0.00669485633203263,48,TRUE,FALSE,0.95,2000,22,3,52.5428093995535,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,75,30,1145.34071098672,0,2,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,FALSE,"5S","SAV_3",9,NA,NA,NA,NA,"STA2B","CEPP","CEPP_STA2B_params"
2.06631440677118,2,40,0,42.9768,0,121.92,1,4,2.9901222953904,0,1.44458873202652,0,0,0,0,TRUE,FALSE,0.95,2000,22,3,16.7637323608317,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,30,2783.40353736027,0.178086903326022,1,FALSE,0,"2C2B",TRUE,NA,NA,NA,0.264715933447124,0.270449588583546,0,0,0,1,FALSE,"6N","EMG_3",8,NA,NA,NA,NA,"STA2B","CEPP","CEPP_STA2B_params"
5.4805926085526,2,40,0,42.9768,0,0,1,4,2.30046115643845,0,0,0,0,0,0,TRUE,FALSE,0.95,2000,22,3,52.5428093995535,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,30,1136.4880234694,0,2,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,FALSE,"6S","SAV_3",9,NA,NA,NA,NA,"STA2B","CEPP","CEPP_STA2B_params"
7.858995171524,2,40,0,46.0248,0,0,1,4,2.49597423510467,0,0,0,0,0.0064,60,TRUE,FALSE,0.95,2000,22,3,52.5428093995535,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,75,30,414.283487981842,0,3,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,FALSE,"4","SAV_3",0,NA,NA,NA,NA,"STA2B","CEPP","CEPP_STA2B_params"
6.2219080047011,2,40,0,41.45,0,121.92,1,4,2,0,1.17525862944531,0,0,0.0133,53,TRUE,FALSE,0.95,2000,22,3,16.7637323608317,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,75,30,2439.53205852358,0.19333970257688,3,FALSE,0,"2C2B",TRUE,NA,NA,NA,0.2873883417824,0,0.28909825265809,0,0,1,FALSE,"7","EMG_3",11,NA,NA,NA,NA,"STA2B","CEPP","CEPP_STA2B_params"
5.9017562220892,2,40,0,41.45,0,0,1,4,1.5,0,0,0,0,0.0164,63,TRUE,FALSE,0.95,2000,22,3,52.5428093995535,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,15,30,837.113466934476,0,3,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,FALSE,"8","SAV_3",0,NA,NA,NA,NA,"STA2B","CEPP","CEPP_STA2B_params"
12.22150639444,2,40,0,38.1,0,121.92,1,4,3.419,0,5.89566383929941,0.000808024766043058,0,0,0,TRUE,FALSE,0.95,2000,22,3,16.7637323608317,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,52,1956.87854608565,0.396643596496601,3,FALSE,0,"2C2B",TRUE,NA,NA,NA,0,0.589907086901075,0.547653276955603,0,0,1,FALSE,"1A","EMG_3",2,NA,NA,NA,NA,"STA34","CEPP","CEPP_STA34_param"
13.985935794432,2,40,0,38.1,0,0,1,4,4.496,0,0,0.000872597473555046,0,0,0,TRUE,FALSE,0.95,2000,22,3,52.5428093995535,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,12,564.905851968605,0,3,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,FALSE,"1B","SAV_3",0,NA,NA,NA,NA,"STA34","CEPP","CEPP_STA34_param"
10.141422193532,2,40,0,38.1,0,121.92,1,4,2.885,0,5.3695558426002,7.875e-05,0,0,0,TRUE,FALSE,0.95,2000,22,3,16.7637323608317,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,55,1963.17877068341,0.327616831016108,3,FALSE,0,"2C2B",TRUE,NA,NA,NA,0.542990559334078,0,0.452346723044397,0,0,1,FALSE,"2A","EMG_3",4,NA,NA,NA,NA,"STA34","CEPP","CEPP_STA34_param"
11.505212807746,2,40,0,38.1,0,0,1,4,4.023,0,0,0.000934878089497236,0,0,0,TRUE,FALSE,0.95,2000,22,3,52.5428093995535,40,100,200,300,0,0,0,0,0,0,0,1,10,20,20,0,15,573.540094604228,0,3,FALSE,0,"2C2B",FALSE,NA,NA,NA,0,0,0,0,0,0,FALSE,"2B","SAV_3",0,NA,NA,NA,NA,"STA34","CEPP","CEPP_STA34_param"
